-239.80883721,124.95433691,-667.20678587
-240.20145718,124.40671747,-667.52211150
-239.30250586,124.99907245,-666.65349871
-239.30171239,125.00120209,-666.47963864
-239.92832938,123.10724922,-669.74701975
-239.92348293,123.08528656,-669.75304676
-239.02161229,123.54430869,-668.69178168
-240.04937841,123.66150712,-669.42243972
-240.05977529,123.72486733,-668.91342091
-240.08916235,123.87247568,-668.43605559
-240.13486812,124.09248039,-667.98589084
-240.18882775,124.34910256,-667.54948391
-239.29224919,124.97080514,-666.11005385
-239.24512140,124.77368866,-665.66621356
-240.39756914,122.90769159,-669.94130596
-239.79906700,122.52263087,-669.87231891
-240.27672411,122.36268075,-670.01147268
-239.12401006,124.22736190,-665.74004245
-238.41793727,124.86023504,-666.46686025
-239.65751290,121.87132702,-670.34831101
-239.64273912,121.80228918,-670.43042947
-239.71477408,122.14259618,-669.91740720
-237.59526357,122.87686753,-669.40032020
-239.04256591,123.84587381,-666.22022198
-238.59831108,123.65717281,-666.12011099
-238.96146913,123.47631980,-666.38359194
-239.00692698,123.70093991,-665.75847662
-239.07058022,124.00462754,-665.21421983
-234.88875014,126.30789898,-664.92583306
-239.09417727,124.07561637,-664.70890210
-239.68388454,124.47367111,-664.74858099
-239.65683149,124.36615547,-664.32167422
-239.58715167,124.44680255,-664.87812757
-239.63104872,124.26471306,-663.88351648
-240.14617784,124.28053860,-663.79395289
-240.63142485,124.16747644,-663.54215362
-239.85360738,124.25908686,-663.76496925
-239.57237762,121.47639703,-670.73275330
-238.83630310,120.74094472,-671.19364228
-239.49506861,121.12472602,-670.86948784
-231.08384396,124.22031863,-667.68826913
-238.41634406,123.32425568,-666.51979459
-238.05899732,123.12001919,-666.42042118
-238.33836042,122.96967101,-666.65298314
-238.99082570,123.63356879,-665.60763096
-238.93967816,123.42076313,-665.09161306
-240.59918200,124.03369306,-663.20565514
-240.56306182,123.88179405,-662.89061211
-239.41518800,120.76180495,-670.99709299
-239.84036267,120.36285121,-671.23719894
-237.73250899,122.54704205,-666.72333554
-237.71899779,122.53848460,-666.71927810
-237.72922773,122.53208175,-666.73018244
-238.16436322,123.61588639,-665.43275211
-238.92730326,123.36899303,-664.97540092
-238.86787543,123.11808419,-664.48737277
-239.31469782,123.97418011,-662.92295359
-240.47639004,123.50564291,-662.49084413
-239.74266807,119.90637745,-671.77861345
-239.67033184,119.57479937,-671.98374611
-239.79951340,120.17580176,-671.34701651
-237.72431893,122.52794309,-666.18333539
-237.79438304,122.85601125,-665.77377195
-237.84607131,122.38180490,-665.60713606
-238.83363847,122.97069365,-664.29292860
-239.24050846,122.60016520,-664.18937537
-240.45598345,123.41564293,-662.44058715
-239.88708453,123.16602537,-662.29538920
-239.62140481,119.35116918,-672.10283641
-239.52735191,118.92041371,-672.35830177
-233.64994925,124.30734862,-669.62497926
-237.60404371,121.95474083,-665.43608085
-239.25932218,122.58540811,-664.18544088
-239.17557269,122.22255165,-663.78045940
-240.33168407,122.86420065,-662.23340072
-239.87792463,123.12493090,-662.29409086
-240.26424001,122.56158689,-662.22495674
-238.21766060,123.62263367,-662.70062668
-239.01065738,118.89820182,-672.42820231
-238.91692192,118.47641410,-672.45334098
-239.49517663,118.77393452,-672.41878368
-237.56276909,121.65926117,-664.79436408
-239.07227440,121.76424424,-663.60933144
-237.83877600,122.29885289,-663.62684356
-240.16312449,122.11406517,-662.02381233
-235.85541256,124.36294672,-662.22015133
-238.79402181,117.92124851,-672.55176826
-237.46471465,121.20013883,-664.62225911
-238.48390430,121.42924882,-663.40101322
-240.04287479,121.57199600,-662.08579241
-238.78161506,117.86484210,-672.57277547
-238.65718655,117.29722544,-672.84182515
-237.51456232,119.18570388,-669.22746357
-237.01435442,119.24037004,-669.21073185
-236.96129140,118.99808409,-669.33229680
-237.44367308,118.86147942,-669.40648045
-231.84953708,123.77560030,-664.09440457
-237.36591467,120.98962339,-664.00688899
-237.34316310,120.88502053,-664.08097342
-238.38158921,120.97579968,-663.21636473
-239.96514677,121.22085664,-662.14882371
-239.91984146,121.01617213,-662.18605168
-239.01844067,121.21882966,-662.41411371
-238.41665177,116.15954021,-674.59618565
-238.14791183,117.23520315,-672.96676475
-238.49270151,116.51416303,-674.19659926
-238.40489802,116.15059144,-674.59211540
-238.52435681,116.67183418,-673.72301471
-238.60165407,117.03199155,-673.32550775
-238.64672977,117.24920104,-672.87429278
-230.10085199,119.19384808,-672.15417870
-231.15532006,121.91755249,-670.33681178
-229.70454596,120.55588452,-668.08678366
-229.71955283,120.72882872,-667.61747645
-229.97219333,121.55151798,-667.88289507
-230.18999489,121.50550492,-665.26805735
-230.33538482,121.59237074,-664.94963224
-237.28779832,120.62583224,-664.40303068
-237.08099794,120.32366848,-664.27941707
-238.60465297,120.81792625,-663.50273192
-238.24736211,120.36466422,-663.47055554
-238.83160160,120.67924911,-663.73567605
-237.66672353,119.82404669,-663.26730416
-237.15099341,120.63019681,-663.68903233
-237.74592386,120.46622716,-662.59742961
-239.79920128,120.47217348,-662.25340147
-237.83910860,115.79561885,-674.42342085
-237.24354423,117.94888721,-669.82841877
-236.75262350,118.04475500,-669.82716722
-236.68254810,117.72497184,-669.98216930
-237.16628179,117.59504778,-670.03776089
-229.44035201,119.71142140,-669.89430153
-229.32606786,119.45406065,-669.79351450
-237.30728177,118.23964997,-669.69043252
-229.48295786,119.91767360,-669.43896972
-229.48530249,119.94531083,-668.91652917
-229.51490378,120.09386954,-668.43952092
-229.56286518,120.32388117,-667.99311594
-229.74513952,120.41846117,-666.97527217
-230.01553451,120.88711002,-665.56570727
-236.90517481,119.70557702,-664.57707692
-236.95572072,119.99899225,-665.21872609
-236.99756966,120.16595956,-664.74922316
-230.21294212,121.03946537,-665.04176935
-236.93911522,119.87430531,-664.10763166
-238.14914359,119.93145734,-663.22957306
-237.61570821,119.56048281,-662.70344720
-239.19690294,120.06835469,-662.23661794
-239.24605785,120.06576531,-662.21401979
-238.69717232,120.11923338,-662.40100876
-236.37960066,118.10833891,-661.91389686
-238.27250848,115.52282869,-674.88945857
-238.16807543,115.03674479,-674.79294061
-238.27658995,115.52082710,-674.89233732
-237.29626450,115.13182438,-673.79320408
-237.07720526,117.17646945,-670.60385669
-236.99812177,116.81624016,-670.75858147
-236.61959061,117.43733190,-670.13177215
-237.11732865,117.37170846,-670.14438703
-236.34192513,117.23460993,-670.03873731
-229.12776800,119.01725979,-669.62214045
-229.53258861,120.19783510,-667.69000281
-229.42825940,119.73443358,-667.53305169
-229.57156160,119.79986977,-667.27291566
-229.73658845,119.93940927,-666.80251460
-230.08223104,120.44038480,-665.41003745
-230.20122606,120.98553026,-665.08203371
-230.50507970,120.91803705,-664.42847256
-237.01135998,119.55354849,-663.46508719
-238.36405524,119.73330208,-663.62804414
-238.03725968,119.42040019,-663.49184610
-237.84999891,119.36681018,-663.45897238
-238.10070469,119.74422574,-662.30404408
-238.04613104,114.48630169,-674.87822524
-236.93570429,116.53147851,-670.89434674
-235.99403846,115.86810869,-670.91480447
-236.86076080,116.18961937,-671.05586781
-236.08001299,116.63568777,-670.33702487
-228.93778845,118.40232052,-669.91990352
-229.34650058,119.36400039,-667.63247209
-229.29925537,119.14910680,-667.71541722
-229.75114734,119.49282287,-666.15188694
-237.48252589,119.23316745,-663.38422877
-237.93787701,118.99176669,-662.95153690
-238.02638554,119.38939357,-662.94737204
-237.00915880,119.40691025,-663.41223621
-238.05927577,119.55254337,-662.47584591
-232.82091622,122.13622055,-662.28711294
-238.40092159,113.76425795,-675.33198031
-238.38076734,113.67176386,-675.39249696
-238.50814699,114.25718858,-674.98435856
-238.53005590,114.35732226,-674.93118794
-236.74709869,115.30104998,-672.03613214
-236.67885018,115.34286608,-671.96578045
-236.74681159,115.67868271,-671.03120645
-235.81345897,116.10032583,-670.65781371
-235.79730749,116.02729243,-670.67300072
-235.84574434,116.26079221,-670.18527938
-228.83795201,118.11988072,-669.27861375
-229.19777905,118.68697615,-667.91092667
-229.16530826,118.53935483,-667.96575781
-229.22166905,118.56329635,-667.86822257
-237.34633208,118.64108355,-662.78687742
-237.05738236,118.75767461,-662.64991399
-238.29658190,113.28412947,-675.68441205
-238.22336067,112.94609159,-675.96544248
-236.98480798,114.06202071,-673.73837015
-233.04505124,115.92425369,-674.88830907
-237.00065291,118.20508629,-671.73039235
-237.07309191,114.79825321,-672.41171202
-237.00325871,114.47779000,-672.62069958
-237.12705154,115.05487538,-671.97530508
-236.67315428,115.33222967,-671.50941682
-236.72731553,115.58974632,-671.07334596
-235.65968034,115.39935636,-670.97394745
-235.66845483,115.43979342,-670.94246456
-228.93791385,117.79295219,-668.63586718
-229.01356170,117.84165075,-668.46086813
-229.07300002,118.11617052,-668.22928943
-229.26738671,118.07216052,-667.69506931
-229.91963916,117.98045640,-665.76662365
-236.81252496,118.33124063,-662.47887940
-234.07460653,119.02782083,-660.84948423
-239.23758410,120.45647628,-655.96326230
-239.18262189,120.20626288,-656.06645108
-239.21420476,120.36232280,-655.63213804
-142.41785073,162.44337470,-601.70223532
-142.66920510,162.46511343,-601.49357857
-142.69669910,162.57949047,-601.77142285
-238.19555635,112.81870388,-676.04236791
-237.63805969,112.55417757,-675.90677609
-236.82762797,113.43977802,-674.03589407
